set_id,Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment,exercise_nbr
1322,2023-03-30,Seated Leg Press,Legs,335.0,10.0,,,,,213
1323,2023-03-30,Seated Leg Press,Legs,335.0,10.0,,,,,214
1324,2023-03-30,Seated Leg Press,Legs,335.0,10.0,,,,,215
1325,2023-03-30,Seated Leg Press,Legs,335.0,10.0,,,,,216
1326,2023-03-30,Seated Leg Press,Legs,300.0,10.0,,,,,217
1327,2023-03-31,Hammer Strength Row,Back,200.0,10.0,,,,,303
1328,2023-03-31,Hammer Strength Row,Back,160.0,10.0,,,,,304
1329,2023-03-31,Hammer Strength Row,Back,160.0,10.0,,,,,305
1330,2023-03-31,Hammer Strength Row,Back,160.0,10.0,,,,,306
1331,2023-03-31,Hammer Strength Row,Back,140.0,10.0,,,,,307
1332,2023-03-31,Hammer Strength Row,Back,140.0,10.0,,,,,308
1333,2023-03-31,Hammer Strength Row,Back,140.0,10.0,,,,,309
1334,2023-03-31,Hammer Strength Row,Back,160.0,10.0,,,,,310
1335,2023-03-31,Hammer Strength Row,Back,140.0,10.0,,,,,311
1336,2023-03-31,Hammer Strength Row,Back,140.0,10.0,,,,,312
1337,2023-03-31,Hammer Strength Abdominal Crunch,Abs,50.0,25.0,,,,,38
1338,2023-03-31,Hammer Strength Abdominal Crunch,Abs,50.0,25.0,,,,,39
1339,2023-03-31,Hammer Strength Abdominal Crunch,Abs,50.0,10.0,,,,,40
1340,2023-03-31,Hammer Strength Abdominal Crunch,Abs,50.0,10.0,,,,,41
1341,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,218
1342,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,219
1343,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,220
1344,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,221
1345,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,222
1346,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,223
1347,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,224
1348,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,225
1349,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,226
1350,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,227
1351,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,228
1352,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,229
1353,2023-04-03,Seated Leg Press,Legs,335.0,10.0,,,,,230
1354,2023-04-03,Hammer Strength Shoulder Press,Shoulders,220.0,10.0,,,,,191
1355,2023-04-03,Hammer Strength Shoulder Press,Shoulders,180.0,10.0,,,,,192
1356,2023-04-03,Hammer Strength Shoulder Press,Shoulders,180.0,10.0,,,,,193
1357,2023-04-03,Hammer Strength Shoulder Press,Shoulders,180.0,10.0,,,,,194
1358,2023-04-03,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,195
1359,2023-04-03,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,196
1360,2023-04-03,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,197
1361,2023-04-03,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,198
1362,2023-04-03,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,199
1363,2023-04-05,Incline Hammer Strength Chest Press,Chest,140.0,10.0,,,,,10
1364,2023-04-05,Incline Hammer Strength Chest Press,Chest,140.0,10.0,,,,,11
1365,2023-04-05,Incline Hammer Strength Chest Press,Chest,140.0,10.0,,,,,12
1366,2023-04-05,Incline Hammer Strength Chest Press,Chest,140.0,10.0,,,,,13
1367,2023-04-05,Incline Hammer Strength Chest Press,Chest,120.0,10.0,,,,,14
1368,2023-04-05,Seated Machine Curl,Biceps,115.0,10.0,,,,,23
1369,2023-04-05,Seated Machine Curl,Biceps,100.0,10.0,,,,,24
1370,2023-04-05,Seated Machine Curl,Biceps,85.0,10.0,,,,,25
1371,2023-04-05,Seated Machine Curl,Biceps,85.0,10.0,,,,,26
1372,2023-04-05,Seated Machine Curl,Biceps,70.0,10.0,,,,,27
1373,2023-04-05,Seated Machine Curl,Biceps,70.0,10.0,,,,,28
1374,2023-04-05,Seated Machine Curl,Biceps,70.0,10.0,,,,,29
1375,2023-04-06,Hammer Strength Abdominal Crunch,Abs,60.0,20.0,,,,,42
1376,2023-04-06,Hammer Strength Abdominal Crunch,Abs,60.0,20.0,,,,,43
1377,2023-04-06,Hammer Strength Abdominal Crunch,Abs,60.0,20.0,,,,,44
1378,2023-04-06,Hammer Strength Abdominal Crunch,Abs,60.0,20.0,,,,,45
1379,2023-04-06,Hammer Strength Row,Back,160.0,10.0,,,,,313
1380,2023-04-06,Hammer Strength Row,Back,140.0,10.0,,,,,314
1381,2023-04-06,Hammer Strength Row,Back,140.0,10.0,,,,,315
1382,2023-04-06,Hammer Strength Row,Back,140.0,10.0,,,,,316
1383,2023-04-06,Hammer Strength Row,Back,140.0,10.0,,,,,317
1384,2023-04-06,Hammer Strength Row,Back,140.0,10.0,,,,,318
1385,2023-04-06,Hammer Strength Row,Back,140.0,10.0,,,,,319
1386,2023-04-06,Hammer Strength Row,Back,120.0,10.0,,,,,320
1387,2023-04-06,Hammer Strength Row,Back,120.0,10.0,,,,,321
1388,2023-04-10,Hammer Strength Row,Back,180.0,10.0,,,,,322
1389,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,323
1390,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,324
1391,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,325
1392,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,326
1393,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,327
1394,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,328
1395,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,329
1396,2023-04-10,Hammer Strength Row,Back,160.0,10.0,,,,,330
1397,2023-04-10,Seated Leg Press,Legs,335.0,20.0,,,,,231
1398,2023-04-10,Seated Leg Press,Legs,335.0,20.0,,,,,232
1399,2023-04-10,Seated Leg Press,Legs,335.0,20.0,,,,,233
1400,2023-04-10,Seated Leg Press,Legs,335.0,20.0,,,,,234
1401,2023-04-10,Seated Leg Press,Legs,335.0,10.0,,,,,235
1402,2023-04-10,Seated Leg Press,Legs,335.0,10.0,,,,,236
1403,2023-04-10,Seated Leg Press,Legs,335.0,10.0,,,,,237
1404,2023-04-10,Seated Leg Press,Legs,335.0,10.0,,,,,238
1405,2023-04-10,Seated Leg Press,Legs,335.0,10.0,,,,,239
1406,2023-04-10,Seated Leg Press,Legs,335.0,10.0,,,,,240
1407,2023-04-10,Hammer Strength Row,Back,140.0,10.0,,,,,331
1408,2023-04-10,Hammer Strength Row,Back,140.0,10.0,,,,,332
1409,2023-04-12,Hammer Strength Chest Press,Chest,140.0,10.0,,,,,159
1410,2023-04-12,Hammer Strength Chest Press,Chest,140.0,10.0,,,,,160
1411,2023-04-12,Hammer Strength Chest Press,Chest,140.0,10.0,,,,,161
1412,2023-04-12,Hammer Strength Chest Press,Chest,140.0,10.0,,,,,162
1413,2023-04-12,Hammer Strength Chest Press,Chest,140.0,10.0,,,,,163
1414,2023-04-12,Hammer Strength Chest Press,Chest,120.0,10.0,,,,,164
1415,2023-04-12,Hammer Strength Chest Press,Chest,120.0,10.0,,,,,165
1416,2023-04-12,Hammer Strength Chest Press,Chest,120.0,10.0,,,,,166
1417,2023-04-12,Hammer Strength Chest Press,Chest,120.0,10.0,,,,,167
1418,2023-04-12,Hammer Strength Chest Press,Chest,120.0,10.0,,,,,168
1419,2023-04-12,Seated Machine Curl,Biceps,85.0,10.0,,,,,30
1420,2023-04-12,Seated Machine Curl,Biceps,120.0,10.0,,,,,31
1421,2023-04-12,Seated Machine Curl,Biceps,100.0,10.0,,,,,32
1422,2023-04-12,Seated Machine Curl,Biceps,85.0,10.0,,,,,33
1423,2023-04-12,Seated Machine Curl,Biceps,70.0,10.0,,,,,34
1424,2023-04-12,Seated Machine Curl,Biceps,70.0,10.0,,,,,35
1425,2023-04-12,Seated Machine Curl,Biceps,80.0,10.0,,,,,36
1426,2023-04-13,Hammer Strength Row,Back,200.0,10.0,,,,,333
1427,2023-04-13,Hammer Strength Row,Back,160.0,10.0,,,,,334
1428,2023-04-13,Hammer Strength Row,Back,160.0,10.0,,,,,335
1429,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,336
1430,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,337
1431,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,338
1432,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,339
1433,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,340
1434,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,341
1435,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,342
1436,2023-04-13,Hammer Strength Row,Back,140.0,10.0,,,,,343
1437,2023-04-13,Hammer Strength Row,Back,120.0,10.0,,,,,344
1438,2023-04-13,Hammer Strength Shoulder Press,Shoulders,140.0,10.0,,,,,200
1439,2023-04-13,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,201
1440,2023-04-13,Hammer Strength Shoulder Press,Shoulders,180.0,10.0,,,,,202
1441,2023-04-13,Hammer Strength Shoulder Press,Shoulders,180.0,10.0,,,,,203
1442,2023-04-13,Hammer Strength Shoulder Press,Shoulders,180.0,10.0,,,,,204
1443,2023-04-13,Hammer Strength Shoulder Press,Shoulders,160.0,10.0,,,,,205
1444,2023-04-13,Hammer Strength Shoulder Press,Shoulders,140.0,10.0,,,,,206
1445,2023-04-13,Hammer Strength Shoulder Press,Shoulders,140.0,10.0,,,,,207
